,Age,Workclass,Education,Years of Education,Marital Status,Occupation,Role in Family,Race,Gender,Workhours per Week,Native Country,Income
10560,53,2,5,9,3,11,1,4,0,40,1,0
10561,45,2,5,9,3,2,1,4,1,40,1,0
10562,37,3,2,13,1,9,0,4,1,45,1,0
10563,40,0,2,13,3,9,1,4,0,40,1,0
10564,54,0,7,14,1,9,0,1,1,40,0,1
10565,47,3,5,9,1,3,0,4,1,42,1,1
10566,35,2,5,9,1,7,0,4,1,40,0,1
10567,33,2,5,9,1,6,0,4,1,40,1,0
10568,28,0,11,10,3,0,2,2,1,40,0,0
10569,39,0,2,13,1,3,5,4,0,55,1,1
10570,33,2,2,13,1,11,0,4,1,40,1,0
10571,34,2,6,7,3,7,1,4,0,40,0,0
10572,53,2,5,9,1,13,0,4,1,40,1,1
10573,21,2,0,12,3,0,3,4,1,35,1,0
10574,63,2,5,9,1,9,0,4,1,45,1,0
10575,21,3,11,10,3,7,3,4,1,30,1,0
10576,59,2,5,9,1,2,0,4,1,40,1,1
10577,50,2,4,2,2,9,4,2,0,40,1,0
10578,66,2,5,9,1,2,5,4,0,20,1,0
10579,19,2,5,9,3,13,3,4,1,30,1,0
10580,31,2,2,13,3,12,1,4,1,45,1,0
10581,23,2,2,13,1,9,5,4,0,40,1,0
10582,45,2,1,11,1,3,5,4,0,40,1,1
10583,35,0,2,13,1,9,0,4,1,40,1,0
10584,32,2,2,13,3,2,3,4,1,40,1,0
10585,20,2,8,4,3,6,2,4,0,60,0,0
10586,38,2,5,9,1,3,2,4,1,40,1,1
10587,49,2,5,9,1,7,5,1,0,8,0,0
10588,64,2,5,9,0,6,1,4,0,40,1,0
10589,60,0,6,7,1,13,0,4,1,20,1,0
10590,25,2,2,13,3,9,1,4,0,50,1,0
10591,21,2,5,9,3,2,1,4,1,35,1,0
10592,23,2,11,10,3,0,1,4,1,20,1,0
10593,67,3,7,14,1,11,0,4,1,48,1,1
10594,24,2,5,9,0,11,4,4,0,30,1,0
10595,46,2,4,2,2,6,3,4,0,40,0,0
10596,38,0,3,16,1,9,0,1,1,40,0,0
10597,20,2,8,4,3,6,2,4,1,40,1,0
10598,28,2,11,10,3,0,2,4,0,40,1,0
10599,26,2,2,13,3,9,1,4,1,48,1,0
10600,58,2,5,9,1,6,0,4,1,40,1,0
10601,31,0,11,10,3,7,1,1,1,40,1,0
10602,37,0,0,12,0,10,1,2,1,38,1,0
10603,53,0,3,16,1,9,0,4,1,40,1,1
10604,45,2,8,4,0,6,1,2,0,35,1,0
10605,33,2,5,9,3,0,1,4,0,50,1,0
10606,33,0,7,14,1,10,0,2,1,40,1,0
10607,35,2,5,9,0,5,1,4,1,25,1,0
10608,60,3,5,9,1,3,0,2,1,40,1,0
10609,21,2,11,10,3,11,3,4,0,20,1,0
10610,38,2,6,6,1,2,0,2,1,45,1,0
10611,40,2,1,11,0,2,4,4,0,40,1,0
10612,40,2,11,10,1,11,5,4,0,40,1,1
10613,44,3,10,15,1,9,0,4,1,70,1,1
10614,27,2,11,10,1,3,0,4,1,60,1,0
10615,34,3,11,10,1,2,0,4,1,55,1,1
10616,20,2,11,10,3,0,3,4,1,25,1,0
10617,49,0,11,10,1,10,0,4,1,40,1,0
10618,37,2,11,10,1,2,0,4,1,50,1,1
10619,52,2,6,6,1,13,0,4,1,30,1,1
10620,46,2,11,10,1,6,0,2,1,40,1,0
10621,20,2,11,10,3,6,1,1,0,40,1,0
10622,43,2,5,9,1,2,0,4,1,40,1,0
10623,25,0,11,10,1,7,5,4,0,15,1,0
10624,48,2,2,13,0,0,1,4,1,40,1,0
10625,36,0,11,10,0,10,4,4,1,55,1,0
10626,18,2,11,10,3,0,3,4,1,60,1,0
10627,42,2,7,14,1,9,0,4,1,50,1,1
10628,60,2,0,12,1,0,0,4,1,24,1,0
10629,37,3,11,10,1,13,0,4,1,55,1,1
10630,44,0,0,12,0,12,1,2,1,40,1,0
10631,32,2,6,6,1,2,0,4,1,40,1,0
10632,29,2,2,13,3,0,3,4,0,40,0,0
10633,42,0,7,14,1,9,0,4,1,35,1,1
10634,17,2,6,7,3,5,3,4,1,12,1,0
10635,41,2,6,8,1,7,5,4,0,10,1,0
10636,56,2,6,6,2,7,4,4,0,32,1,0
10637,28,2,11,10,3,0,3,4,1,40,1,0
10638,28,3,6,7,3,11,3,4,1,40,1,0
10639,19,2,8,4,3,13,4,4,1,25,0,0
10640,49,0,11,10,1,12,0,4,1,40,1,1
10641,36,3,11,10,1,7,5,4,0,50,1,0
10642,25,2,11,10,1,13,0,4,1,35,1,0
10643,42,2,2,13,0,9,1,4,1,40,1,0
10644,26,2,11,10,1,10,0,4,1,40,1,0
10645,35,2,11,10,1,3,0,4,1,58,1,0
10646,37,2,5,9,1,2,0,4,1,45,1,0
10647,42,2,5,9,1,3,0,4,1,35,1,1
10648,41,2,11,10,0,7,1,4,0,36,1,1
10649,23,2,11,10,0,7,3,4,0,24,1,0
10650,31,0,5,9,1,12,0,4,1,40,1,0
10651,36,0,11,10,1,10,0,4,1,57,1,1
10652,20,2,11,10,3,9,4,4,0,25,1,0
10653,36,2,11,10,3,6,4,4,1,45,1,0
10654,50,2,5,9,1,6,0,4,1,50,1,1
10655,37,2,5,9,3,6,3,4,1,40,1,0
10656,39,2,11,10,0,7,4,4,0,60,1,0
10657,32,2,5,9,1,4,5,4,0,40,1,0
10658,59,2,11,10,4,0,1,4,0,35,1,0
10659,50,2,5,9,1,13,0,2,1,40,1,0
10660,42,2,1,11,1,11,0,4,1,37,1,0
10661,32,2,11,10,0,9,1,4,1,40,1,0
10662,50,3,6,6,0,2,1,4,1,45,1,0
10663,18,2,11,10,3,2,1,4,1,30,1,0
10664,60,2,7,14,3,9,1,4,1,50,1,0
10665,60,2,11,10,1,9,0,4,1,40,1,0
10666,42,0,7,14,3,9,1,4,1,22,1,0
10667,49,2,5,9,0,7,4,4,0,35,1,0
10668,35,3,11,10,1,11,5,4,0,40,1,0
10669,30,3,0,12,1,11,0,4,1,60,0,0
10670,59,2,11,10,1,3,0,4,1,40,1,1
10671,55,2,0,12,0,0,4,4,0,40,1,0
10672,19,2,5,9,3,0,3,4,0,20,1,0
10673,39,2,5,9,1,2,0,4,1,40,1,0
10674,48,2,11,10,0,3,4,4,0,40,1,0
10675,21,2,11,10,3,5,3,4,1,30,1,0
10676,23,2,2,13,3,12,3,2,1,40,1,0
10677,22,2,11,10,3,7,3,4,1,30,1,0
10678,55,3,7,14,1,9,0,4,1,55,1,1
10679,19,2,11,10,3,11,1,4,0,40,1,0
10680,23,2,11,10,3,5,1,4,1,25,1,0
10681,23,2,2,13,3,0,1,4,0,23,1,0
10682,23,2,11,10,3,11,3,4,0,15,1,0
10683,42,2,11,10,1,7,0,4,1,40,1,1
10684,22,0,2,13,3,0,3,4,0,10,1,0
10685,18,2,5,9,3,0,3,4,1,20,1,0
10686,34,2,8,5,1,2,0,4,1,50,1,0
10687,30,2,0,12,2,7,4,4,0,40,1,0
10688,62,3,11,10,4,4,4,4,0,50,1,0
10689,51,2,11,10,1,5,0,4,1,40,1,0
10690,34,2,5,9,1,7,0,2,1,30,1,0
10691,28,3,7,14,3,9,3,4,1,40,1,0
10692,56,2,6,6,3,5,1,4,1,40,1,0
10693,46,2,5,9,0,12,1,4,0,30,1,0
10694,23,0,11,10,1,0,3,4,0,40,0,0
10695,33,2,2,13,1,0,5,2,0,30,1,0
10696,27,2,5,9,3,7,3,1,1,40,1,0
10697,21,2,11,10,3,0,3,2,0,20,1,0
10698,18,2,5,9,3,2,3,4,1,60,1,0
10699,37,0,2,13,0,9,1,4,0,36,1,0
10700,39,0,6,7,1,7,0,4,1,40,1,0
10701,26,2,0,12,3,3,3,2,0,40,1,0
10702,37,2,5,9,0,11,1,4,0,60,1,0
10703,34,2,5,9,1,2,0,4,1,50,1,0
10704,33,2,5,9,0,3,4,4,0,40,1,0
10705,33,3,5,9,1,10,0,4,1,30,1,0
10706,20,2,5,9,3,11,3,4,0,8,0,0
10707,26,2,11,10,0,0,4,4,0,38,1,0
10708,47,2,5,9,1,0,5,4,0,20,1,1
10709,17,2,6,7,3,11,3,4,0,20,1,0
10710,31,2,11,10,0,11,3,4,0,35,1,0
10711,34,2,6,7,1,6,0,4,1,40,1,0
10712,23,2,4,3,1,7,0,4,1,40,0,0
10713,39,2,2,13,1,2,0,4,1,45,1,1
10714,22,2,5,9,3,2,3,4,0,40,1,0
10715,21,2,11,10,3,0,3,4,0,20,1,0
10716,40,2,5,9,3,0,4,2,0,35,1,0
10717,68,2,11,10,3,0,4,2,0,40,1,0
10718,27,0,2,13,1,10,0,4,1,45,1,1
10719,54,2,11,10,3,3,1,4,1,40,1,1
10720,23,2,5,9,0,8,4,4,0,40,1,0
10721,38,2,7,14,1,3,0,4,1,48,1,1
10722,54,2,5,9,1,7,5,4,0,35,1,0
10723,40,2,1,11,3,9,1,4,1,42,1,0
10724,19,2,6,6,3,7,1,4,0,40,1,0
10725,21,2,5,9,3,2,2,4,1,60,1,0
10726,35,2,2,13,1,0,5,2,0,40,1,0
10727,41,2,6,8,1,5,0,4,1,40,1,1
10728,26,2,11,10,3,0,1,4,0,40,1,0
10729,35,2,5,9,0,7,1,4,0,45,1,0
10730,70,3,11,10,1,2,0,4,1,25,1,0
10731,45,2,6,6,1,11,0,4,1,40,1,0
10732,83,2,5,9,4,10,1,4,1,55,1,0
10733,59,2,5,9,2,7,1,4,0,40,1,0
10734,18,2,8,5,3,7,3,2,1,15,1,0
10735,31,2,5,9,1,0,0,4,1,40,1,0
10736,43,2,7,14,1,9,5,4,0,45,1,1
10737,24,0,2,13,3,9,1,4,0,40,1,0
10738,33,2,1,11,1,6,0,4,1,50,1,0
10739,48,0,7,14,3,9,1,4,0,52,1,0
10740,27,2,2,13,1,3,0,4,1,40,0,0
10741,41,2,5,9,1,2,0,4,1,40,1,0
10742,25,2,5,9,1,7,5,4,0,25,0,0
10743,53,2,5,9,0,13,1,4,1,40,1,1
10744,66,3,10,15,1,9,0,4,1,50,1,0
10745,31,2,11,10,1,2,0,4,1,40,1,1
10746,30,0,2,13,1,0,1,4,1,40,1,0
10747,22,2,5,9,0,13,1,4,1,40,1,0
10748,74,2,5,9,1,3,0,4,1,40,1,1
10749,40,2,11,10,2,7,1,4,0,40,1,0
10750,26,2,6,6,1,5,5,4,0,40,1,0
10751,53,2,0,12,3,0,4,2,0,40,1,0
10752,29,3,11,10,1,2,0,1,1,40,0,0
10753,42,2,5,9,2,0,1,4,1,40,1,0
10754,22,2,11,10,3,13,1,4,1,32,1,0
10755,62,2,5,9,1,2,0,4,1,24,1,0
10756,33,2,5,9,0,0,1,4,0,40,1,0
10757,21,2,5,9,3,13,3,2,1,20,1,0
10758,46,0,2,13,1,9,0,4,1,45,1,1
10759,25,2,6,7,3,5,1,4,1,40,1,0
10760,29,2,4,3,1,7,0,4,1,40,0,0
10761,29,0,2,13,3,9,1,4,1,48,1,0
10762,50,2,0,12,0,2,1,4,1,40,1,0
10763,22,2,5,9,3,0,1,0,0,40,1,0
10764,40,2,5,9,0,2,1,4,1,40,1,0
10765,28,2,5,9,1,6,0,0,1,45,1,0
10766,54,2,5,9,1,0,0,4,1,40,1,0
10767,29,2,5,9,1,2,0,4,1,40,1,0
10768,49,2,5,9,4,6,4,2,0,40,1,0
10769,46,2,6,7,4,7,1,4,0,27,0,0
10770,71,3,6,6,1,2,0,4,1,8,1,0
10771,27,2,11,10,1,4,0,4,1,80,1,0
10772,56,2,5,9,3,0,1,4,0,40,1,0
10773,64,2,5,9,1,12,0,1,1,60,0,1
10774,23,2,11,10,1,3,5,4,0,25,1,0
10775,36,2,2,13,1,9,0,4,1,40,1,1
10776,39,0,7,14,1,9,0,4,1,45,1,1
10777,26,2,5,9,3,3,1,4,1,40,1,0
10778,31,0,0,12,1,12,0,4,1,40,1,0
10779,36,2,2,13,0,0,4,4,0,40,1,0
10780,43,2,5,9,1,2,0,4,1,40,1,1
10781,25,2,11,10,3,0,1,4,0,50,1,0
10782,27,2,5,9,1,6,0,4,1,40,1,0
10783,24,2,6,8,3,11,1,4,1,40,1,0
10784,50,3,0,12,1,10,0,4,1,20,1,0
10785,30,2,5,9,1,2,0,4,1,40,1,0
10786,24,2,6,7,3,5,1,4,1,40,1,0
10787,29,2,11,10,3,3,1,4,1,45,1,0
10788,31,2,11,10,1,3,0,4,1,40,1,0
10789,54,2,11,10,0,3,1,4,0,40,0,0
10790,20,2,6,7,1,11,2,4,0,50,1,0
10791,37,2,5,9,3,7,3,4,1,40,1,0
10792,28,0,5,9,3,7,3,2,1,30,1,0
10793,39,2,5,9,1,0,5,4,0,40,1,1
10794,46,0,11,10,3,3,1,4,0,40,1,0
10795,35,2,2,13,2,3,4,4,0,42,1,0
10796,34,2,5,9,1,2,0,4,1,25,1,0
10797,44,2,7,14,1,3,0,4,1,40,1,1
10798,34,3,2,13,0,3,1,4,1,50,1,0
10799,28,3,5,9,1,11,0,4,1,50,1,1
10800,38,3,10,15,1,9,0,4,1,45,1,1
10801,64,2,2,13,1,3,0,4,1,50,1,1
10802,19,2,11,10,3,0,3,4,0,40,1,0
10803,35,2,2,13,1,11,0,4,1,52,1,1
10804,61,2,5,9,3,0,1,4,0,40,1,0
10805,45,2,11,10,0,11,4,4,0,40,1,0
10806,36,2,5,9,1,13,0,4,1,40,1,0
10807,34,2,5,9,3,13,4,2,1,30,1,0
10808,27,2,1,11,1,11,0,4,1,60,1,0
10809,22,2,6,6,3,2,4,4,1,40,1,0
10810,26,2,2,13,3,12,1,4,0,40,1,0
10811,19,2,6,7,3,7,2,4,0,15,1,0
10812,36,2,5,9,0,4,1,4,1,40,1,0
10813,51,2,5,9,1,0,0,4,1,40,1,0
10814,20,0,11,10,3,0,3,4,0,25,1,0
10815,42,3,1,11,1,9,0,4,1,50,1,0
10816,40,2,2,13,3,9,3,4,0,40,1,0
10817,25,2,11,10,1,2,0,4,1,40,1,0
10818,40,2,1,11,0,0,4,4,0,50,1,0
10819,41,2,2,13,1,3,5,4,0,30,1,1
10820,49,2,5,9,3,5,3,4,1,80,1,0
10821,46,2,5,9,2,6,3,2,0,40,1,0
10822,32,3,5,9,2,11,1,4,1,50,1,0
10823,28,2,11,10,1,5,0,2,1,40,0,0
10824,19,2,5,9,3,2,2,2,1,20,1,0
10825,19,2,5,9,3,0,3,4,0,25,1,0
10826,18,2,6,7,3,0,3,2,1,20,1,0
10827,39,2,5,9,3,11,1,4,1,55,1,0
10828,60,3,2,13,0,9,1,4,0,30,1,0
10829,38,2,8,4,1,6,5,4,0,50,0,1
10830,36,2,5,9,1,6,0,4,1,44,1,1
10831,45,2,11,10,1,11,0,4,1,40,1,0
10832,30,2,6,7,1,2,0,4,1,40,1,0
10833,22,2,11,10,3,12,1,4,0,43,1,0
10834,23,2,11,10,3,3,1,4,1,45,1,0
10835,48,0,11,10,3,9,1,2,0,24,1,0
10836,46,2,5,9,1,7,3,4,0,15,1,0
10837,43,2,7,14,1,3,0,4,1,45,1,1
10838,25,2,5,9,1,13,3,3,1,40,1,0
10839,50,2,11,10,3,9,1,4,1,40,1,0
10840,61,3,5,9,0,11,1,4,1,55,1,0
10841,35,2,2,13,3,11,1,4,1,50,1,0
10842,65,0,11,10,0,3,1,4,0,40,1,0
10843,56,2,5,9,1,13,0,1,1,45,1,0
10844,43,3,2,13,1,6,5,1,0,80,0,0
10845,55,2,5,9,1,13,0,4,1,50,1,0
10846,22,2,11,10,3,0,3,4,0,40,1,0
10847,40,2,11,10,0,6,3,4,1,32,1,0
10848,22,2,11,10,3,0,3,4,1,50,1,0
10849,20,2,8,5,1,6,0,4,1,40,1,0
10850,46,0,6,8,1,7,0,4,1,35,1,1
10851,43,2,5,9,2,13,4,4,1,40,0,0
10852,46,0,5,9,0,0,4,2,0,40,1,0
10853,34,2,5,9,3,3,4,4,0,20,0,0
10854,35,2,5,9,0,7,1,4,0,35,1,0
10855,30,2,5,9,3,0,4,4,1,41,1,0
10856,25,2,5,9,3,6,1,2,1,28,1,0
10857,44,2,7,14,1,3,0,4,1,35,1,1
10858,35,2,5,9,0,0,4,4,0,40,1,0
10859,41,2,5,9,1,5,0,4,1,40,1,0
10860,32,2,11,10,3,0,1,4,0,40,1,0
10861,50,2,8,4,1,2,0,4,1,40,1,0
10862,20,2,11,10,3,0,3,4,0,15,1,0
10863,29,2,5,9,1,0,5,4,0,20,1,0
10864,20,2,6,6,3,5,4,4,1,50,1,0
10865,41,2,5,9,3,11,4,2,0,40,1,0
10866,27,2,11,10,3,3,1,4,0,65,1,0
10867,37,2,8,5,1,2,0,4,1,40,1,0
10868,62,0,7,14,2,9,4,4,0,24,1,0
10869,31,2,6,6,0,7,1,4,1,40,1,0
10870,49,2,11,10,0,0,1,1,0,40,1,0
10871,33,0,2,13,3,9,1,2,0,50,1,0
10872,19,2,11,10,3,7,2,4,0,35,1,0
10873,44,2,8,4,1,6,0,4,1,40,1,0
10874,31,3,11,10,3,3,1,4,1,65,1,1
10875,62,2,5,9,4,4,4,4,0,40,1,0
10876,17,2,8,5,1,7,0,4,1,40,1,0
10877,60,2,5,9,1,13,0,4,1,44,1,1
10878,31,2,6,7,1,2,0,4,1,40,1,0
10879,29,2,11,10,3,7,4,2,0,40,1,0
10880,53,2,5,9,1,6,0,4,1,40,1,1
10881,44,2,11,10,1,11,0,4,1,40,1,1
10882,43,2,6,7,1,11,0,4,1,60,1,0
10883,18,2,6,7,3,11,3,2,0,10,1,0
10884,47,2,5,9,0,2,4,4,0,43,1,0
10885,37,2,0,12,1,7,5,4,0,25,1,0
10886,40,2,11,10,2,11,1,0,0,40,1,0
10887,57,3,5,9,1,9,0,2,1,60,1,1
10888,32,2,2,13,1,9,0,3,1,40,0,0
10889,64,2,11,10,1,11,0,4,1,40,1,0
10890,18,2,6,8,3,11,3,4,0,20,1,0
10891,40,3,2,13,3,3,1,4,1,50,1,0
10892,17,2,6,7,3,7,3,2,0,40,0,0
10893,23,2,5,9,3,6,1,4,1,40,1,0
10894,45,2,1,11,0,0,4,2,0,40,1,0
10895,45,3,7,14,0,9,1,4,0,15,1,0
10896,27,2,6,6,3,7,1,4,1,60,0,0
10897,23,2,11,10,1,5,4,4,1,40,1,0
10898,58,3,5,9,1,4,0,1,1,30,1,0
10899,35,2,5,9,0,12,4,4,0,75,1,0
10900,47,2,7,14,0,9,1,4,1,40,1,1
10901,33,2,5,9,1,3,0,4,1,50,1,0
10902,27,2,2,13,2,9,1,1,1,40,0,1
10903,46,2,0,12,1,6,0,4,1,40,1,1
10904,24,2,11,10,1,2,0,4,1,56,1,0
10905,40,2,11,10,1,2,0,4,1,44,1,1
10906,44,2,5,9,3,7,3,4,0,24,1,0
10907,31,0,2,13,1,10,0,4,1,97,1,1
10908,23,2,1,11,2,3,3,4,0,40,1,0
10909,30,3,2,13,1,11,0,4,1,52,1,1
10910,31,2,11,10,1,7,0,2,1,35,1,0
10911,24,2,5,9,3,2,1,4,0,32,1,0
10912,27,2,5,9,3,13,3,4,1,40,1,0
10913,35,0,5,9,3,0,4,0,1,55,1,0
10914,30,3,2,13,1,11,0,4,1,70,1,0
10915,33,3,5,9,3,4,3,4,1,70,1,0
10916,34,2,3,16,1,9,0,4,1,45,1,1
10917,29,2,11,10,1,2,0,4,1,50,1,0
10918,39,3,5,9,3,2,3,4,1,40,1,0
10919,51,2,11,10,0,3,1,4,0,50,1,1
10920,53,2,8,4,1,2,0,1,1,40,0,0
10921,29,2,2,13,1,12,0,4,1,40,1,1
10922,33,2,5,9,1,6,0,3,1,40,0,0
10923,57,2,7,14,1,3,0,4,1,60,1,1
10924,69,0,5,9,1,10,0,4,1,40,1,0
10925,20,2,11,10,3,0,3,4,0,12,1,0
10926,56,2,5,9,4,11,4,4,0,25,0,0
10927,49,2,4,3,1,2,0,4,1,40,1,0
10928,34,2,5,9,1,6,0,4,1,40,1,0
10929,70,2,5,9,1,2,0,4,1,37,1,0
10930,44,2,2,13,0,3,4,4,0,45,1,0
10931,58,0,2,13,1,9,0,4,1,58,1,0
10932,42,3,11,10,1,9,3,4,0,25,1,0
10933,41,2,5,9,1,11,0,4,1,40,1,0
10934,28,2,5,9,3,0,1,4,0,40,1,0
10935,24,2,5,9,1,6,5,4,0,40,1,0
10936,18,2,5,9,3,0,3,4,0,25,1,0
10937,50,2,11,10,1,3,0,4,1,50,1,1
10938,84,2,7,14,3,9,1,4,1,66,1,0
10939,47,2,2,13,1,3,0,4,1,60,1,1
10940,19,2,6,8,3,5,3,4,1,20,1,0
10941,24,2,11,10,3,9,1,2,1,40,1,0
10942,48,2,2,13,1,9,0,4,1,6,1,0
10943,53,2,5,9,0,6,1,4,1,50,1,0
10944,58,2,11,10,1,11,0,4,1,45,1,0
10945,22,2,11,10,3,5,2,4,1,24,0,0
10946,36,3,11,10,1,3,0,4,1,52,1,0
10947,34,2,6,8,3,0,4,4,0,40,1,0
10948,43,2,4,2,4,9,4,4,0,21,0,0
10949,37,2,5,9,1,5,0,4,1,24,1,0
10950,43,2,10,15,2,12,1,4,1,50,0,1
10951,42,2,11,10,1,12,5,4,0,40,1,1
10952,21,2,11,10,3,7,3,4,1,30,1,0
10953,49,3,5,9,1,11,0,4,1,60,0,0
10954,35,2,5,9,1,7,2,2,1,40,1,0
10955,49,3,11,10,4,2,4,4,0,30,1,0
10956,28,2,11,10,3,7,1,2,1,40,1,0
10957,51,2,4,2,1,2,0,4,1,40,0,0
10958,30,2,2,13,3,9,1,4,0,40,1,0
10959,19,2,8,4,3,7,1,4,1,60,1,1
10960,56,2,8,5,1,7,0,4,1,40,1,0
10961,20,2,5,9,3,7,1,4,1,8,1,0
10962,22,2,11,10,3,0,3,4,0,37,1,0
10963,54,2,5,9,0,2,2,4,1,45,1,0
10964,22,2,11,10,3,2,1,4,1,50,1,0
10965,68,2,11,10,0,8,2,4,0,30,1,0
10966,56,0,2,13,0,3,4,4,0,40,1,0
10967,23,2,5,9,3,2,1,4,1,40,1,0
10968,69,3,8,5,1,0,0,4,1,40,1,0
10969,41,2,2,13,3,12,1,4,1,40,1,0
10970,33,2,5,9,3,6,4,2,0,40,1,0
10971,18,2,6,7,3,11,3,4,0,8,0,0
10972,17,2,6,7,3,7,3,2,1,16,0,0
10973,50,2,11,10,1,12,0,4,1,60,1,1
10974,62,2,6,6,4,5,1,4,0,40,1,0
10975,41,2,5,9,0,0,4,4,0,52,1,0
10976,20,0,5,9,3,7,1,4,0,40,1,0
10977,23,2,0,12,3,11,3,4,1,30,1,0
10978,18,2,5,9,3,7,1,4,1,20,1,0
10979,53,2,8,4,2,2,1,4,1,40,1,0
10980,42,2,8,5,1,2,0,4,1,40,0,0
10981,23,2,2,13,3,9,1,4,1,40,1,0
10982,43,2,5,9,0,0,2,4,0,40,1,0
10983,47,2,5,9,1,11,0,4,1,55,1,0
10984,53,0,4,3,1,7,0,4,1,40,0,0
10985,28,2,6,6,3,5,1,4,1,40,1,0
10986,28,0,11,10,1,10,0,4,1,40,1,0
10987,44,2,11,10,1,9,0,4,1,45,1,0
10988,58,2,5,9,1,6,0,4,1,40,1,0
10989,25,2,8,4,3,2,1,4,0,32,0,0
10990,26,2,5,9,3,6,4,4,0,40,1,0
10991,27,2,5,9,0,7,1,4,0,40,1,0
10992,39,2,3,16,1,3,0,4,1,45,1,1
10993,25,2,2,13,1,3,0,4,1,40,1,0
10994,17,2,6,7,3,7,3,4,0,15,1,0
10995,39,2,2,13,0,3,1,4,1,50,1,0
10996,52,2,5,9,1,6,0,4,1,40,1,0
10997,24,2,2,13,3,11,1,4,0,50,1,0
10998,26,3,1,11,1,4,0,4,1,55,1,0
10999,24,2,2,13,3,9,1,4,0,40,1,0
11000,32,2,5,9,1,5,0,4,1,40,1,1
11001,49,0,7,14,1,10,0,4,1,40,1,1
11002,20,2,11,10,3,0,2,4,0,25,1,0
11003,40,2,6,7,1,4,0,4,1,40,1,0
11004,33,2,5,9,3,0,1,4,1,40,1,0
11005,19,2,5,9,1,6,2,4,1,20,1,0
11006,37,2,1,11,1,9,0,4,1,40,0,0
11007,21,0,11,10,3,12,3,4,0,20,1,0
11008,33,2,11,10,3,0,1,4,1,36,1,0
11009,28,2,0,12,0,9,1,4,0,40,1,0
11010,43,2,2,13,2,12,1,4,1,40,1,0
11011,32,2,5,9,1,6,0,4,1,40,1,0
11012,28,2,5,9,3,7,3,4,1,30,1,0
11013,47,3,2,13,1,9,0,1,1,40,0,0
11014,37,2,2,13,1,0,0,4,1,50,1,1
11015,26,2,11,10,2,11,2,2,1,30,1,0
11016,55,2,5,9,1,7,0,4,1,60,1,0
11017,40,2,0,12,0,11,4,4,0,40,1,0
11018,31,2,2,13,1,3,0,4,1,40,1,1
11019,39,2,5,9,1,7,0,4,1,40,1,1
11020,54,3,11,10,1,11,0,4,1,54,1,1
11021,38,2,11,10,1,11,0,1,1,40,0,0
11022,53,3,5,9,1,4,0,4,1,85,1,0
11023,27,3,0,12,3,9,1,4,0,78,1,0
11024,42,2,2,13,1,3,0,4,1,40,1,1
11025,62,2,11,10,0,0,1,4,0,40,1,0
11026,26,2,2,13,3,3,1,4,0,50,1,0
11027,33,2,5,9,3,2,4,2,0,20,1,0
11028,59,2,11,10,0,7,1,4,1,40,1,0
11029,42,2,5,9,0,9,1,4,0,45,1,0
11030,25,2,2,13,1,9,0,4,1,45,1,1
11031,58,2,5,9,0,11,1,4,1,36,1,0
11032,30,2,11,10,3,11,1,4,0,60,1,0
11033,21,2,11,10,3,2,3,4,0,40,1,0
11034,61,2,5,9,1,10,0,4,1,40,1,0
11035,33,2,0,12,1,5,0,4,1,40,1,0
11036,51,2,7,14,1,12,0,4,1,40,1,1
11037,70,2,11,10,4,3,1,4,0,12,1,0
11038,55,2,5,9,1,2,0,4,1,30,1,1
11039,46,2,7,14,4,9,1,4,0,44,1,0
11040,35,0,11,10,0,3,4,1,0,40,0,0
11041,31,2,5,9,1,2,0,4,1,43,1,1
11042,37,2,11,10,1,3,0,4,1,42,1,1
11043,43,2,11,10,1,11,0,4,1,43,1,1
11044,23,2,5,9,3,11,1,4,1,40,1,0
11045,42,0,2,13,1,9,5,4,0,50,1,1
11046,45,2,11,10,1,3,0,4,1,40,1,1
11047,25,2,0,12,1,11,0,4,1,40,1,0
11048,33,2,8,4,2,2,1,4,1,40,0,0
11049,38,2,2,13,1,6,0,4,1,50,1,1
11050,28,2,5,9,3,3,1,4,0,50,1,0
11051,42,0,5,9,1,2,0,4,1,40,1,1
11052,35,2,7,14,1,11,0,4,1,40,0,0
11053,36,2,11,10,0,0,4,4,0,40,1,0
11054,33,2,5,9,1,2,0,4,1,35,1,0
11055,22,2,11,10,3,0,1,4,0,30,1,0
11056,45,0,2,13,1,10,0,4,1,50,1,1
11057,24,2,11,10,3,7,1,4,0,40,1,0
11058,57,2,4,2,1,7,1,4,1,35,1,0
11059,41,2,5,9,3,0,1,4,0,40,1,0
11060,26,3,11,10,3,9,3,4,0,35,1,0
11061,25,3,11,10,3,4,3,4,0,50,1,0
11062,53,0,11,10,1,4,0,4,1,50,1,0
11063,28,0,0,12,4,9,4,4,1,40,1,0
11064,30,0,7,14,3,9,1,4,0,40,1,0
11065,38,3,6,7,1,2,0,4,1,40,1,0
11066,37,0,11,10,0,10,4,4,1,48,0,0
11067,30,2,7,14,1,9,0,4,1,38,1,0
11068,41,2,5,9,1,6,5,2,0,40,1,0
11069,29,2,11,10,3,0,1,2,1,36,1,0
11070,31,2,11,10,0,2,1,4,1,80,1,0
11071,59,3,5,9,1,3,0,4,1,60,0,0
11072,33,3,5,9,1,2,0,4,1,35,1,0
11073,49,0,11,10,1,6,0,4,1,40,1,1
11074,50,0,6,6,2,2,1,4,1,56,1,0
11075,28,2,8,4,1,5,0,4,1,40,0,0
